Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence,,Confidence,,
REQ_002_005303,P002,Library Management System,DS002,System shall finish the authorization process and begin installing if the password and serial number are valid.,NFR,Performance,1,,,,
REQ_002_005304,P002,Library Management System,DS002,User shall receive a message to call the team if they enter a wrong serial key three times in a row.,FR,Functional,0.8,,,,
REQ_002_005305,P002,Library Management System,DS002,System shall verify the validity of the antivirus serial key during authorization.,FR,Functional,0.8,,,,
REQ_002_005306,P002,Library Management System,DS002,System shall send a message to the main developer team if the serial key is invalid.,FR,Functional,0.8,,,,
REQ_002_005307,P002,Library Management System,DS002,System shall verify the password during installation to ensure the antivirus copy is valid.,FR,Functional,0.8,,,,
REQ_002_005308,P002,Library Management System,DS002,System shall send an invalid serial key message to the device if the password is invalid.,FR,Functional,0.8,,,,
REQ_002_005309,P002,Library Management System,DS002,System shall notify the device of issues with the account if the serial key is valid but there are account problems.,FR,Functional,0.8,,,,
REQ_002_005310,P002,Library Management System,DS002,"System shall confirm the product is verified to the device if the software, key, and password are valid.",FR,Functional,0.8,,,,
REQ_002_005311,P002,Library Management System,DS002,System shall update the software if the version expires.,FR,Functional,0.8,,,,
REQ_002_005312,P002,Library Management System,DS002,System shall only provide security for the computer and devices belonging to the user.,FR,Functional,0.8,,,,
REQ_002_005313,P002,Library Management System,DS002,System shall stop protecting the device from threats if the software validity exceeds the limit.,FR,Functional,0.8,,,,
REQ_002_005314,P002,Library Management System,DS002,User shall be able to perform well even under adverse conditions such as high or low RAM usage.,FR,Functional,0.8,,,,
REQ_002_005315,P002,Library Management System,DS002,System shall require a good internet connection for optimal performance.,FR,Functional,0.8,,,,
REQ_002_005316,P002,Library Management System,DS002,User shall ensure that the device has sufficient RAM for smooth operation.,FR,Functional,0.8,,,,
REQ_002_005317,P002,Library Management System,DS002,User shall be advised not to lose the serial key for software registration.,FR,Functional,0.8,,,,
REQ_002_005318,P002,Library Management System,DS002,User shall be required to register the software with a serial key provided in the kit.,FR,Functional,0.8,,,,
REQ_002_005319,P002,Library Management System,DS002,User shall have a registered email linked to the software.,FR,Functional,0.8,,,,
REQ_002_005320,P002,Library Management System,DS002,User shall have a registered phone number for software registration.,NFR,Performance,1,,,,
REQ_002_005321,P002,Library Management System,DS002,User shall carefully select installation options during the software installation process.,FR,Functional,0.8,,,,
REQ_002_005322,P002,Library Management System,DS002,System shall limit user accessibility to protect the software.,FR,Functional,0.8,,,,
REQ_002_005323,P002,Library Management System,DS002,User shall be advised to use genuine antivirus software.,FR,Functional,0.8,,,,
REQ_002_005324,P002,Library Management System,DS002,User shall be advised to update the software as soon as a new update is available.,FR,Functional,0.8,,,,
REQ_002_005325,P002,Library Management System,DS002,System shall allow only one antivirus to be installed on a single device at a time.,FR,Functional,0.8,,,,
REQ_002_005326,P002,Library Management System,DS002,System shall maintain security and performance quality attributes for optimal software quality.,FR,Functional,0.8,,,,
REQ_002_005327,P002,Library Management System,DS002,User shall provide a valid email for Google Games to execute the application on their device.,FR,Functional,0.8,,,,
REQ_002_005328,P002,Library Management System,DS002,System shall check if the provided email is valid and proceed to the next interface if successful or display an invalid email error.,FR,Functional,0.8,,,,
REQ_002_005329,P002,Library Management System,DS002,User shall enter a valid username to continue using the application.,FR,Functional,0.8,,,,
REQ_002_005330,P002,Library Management System,DS002,System shall check the availability of the entered username and proceed with account creation if available.,FR,Functional,0.8,,,,
REQ_002_005331,P002,Library Management System,DS002,User shall connect the device to a network to use the application.,FR,Functional,0.8,,,,
REQ_002_005332,P002,Library Management System,DS002,System shall display an error message if the device is not connected to a network and terminate the application.,FR,Functional,0.8,,,,
REQ_002_005333,P002,Library Management System,DS002,User shall provide the necessary permissions to allow the application to interact with social media apps on their device.,FR,Functional,0.8,,,,
REQ_002_005334,P002,Library Management System,DS002,System shall display a successful message if permissions are granted or proceed without retrieving social media information if permissions are denied.,FR,Functional,0.8,,,,
REQ_002_005335,P002,Library Management System,DS002,User shall be able to purchase additional features through online payments to enhance their gaming experience.,FR,Functional,0.8,,,,
REQ_002_005336,P002,Library Management System,DS002,System shall open an online payment gateway for the user to proceed with the purchase.,FR,Functional,0.8,,,,
REQ_002_005337,P002,Library Management System,DS002,User shall select a mode of payment and enter valid details to continue the payment process.,FR,Functional,0.8,,,,
REQ_002_005338,P002,Library Management System,DS002,System shall authenticate the payment details and proceed to the next interface.,FR,Functional,0.8,,,,
REQ_002_005339,P002,Library Management System,DS002,User shall enter a one-time password to complete the payment if provided with correct credentials.,FR,Functional,0.8,,,,
REQ_002_005340,P002,Library Management System,DS002,System shall display a successful transaction message after processing the one-time password.,FR,Functional,0.8,,,,
REQ_002_005341,P002,Library Management System,DS002,"User shall provide input through touch, tap, or drag on the screen to perform actions within the application.",FR,Functional,0.8,,,,
REQ_002_005342,P002,Library Management System,DS002,System shall process the user's input and perform the desired action in the application interface.,FR,Functional,0.8,,,,
REQ_002_005343,P002,Library Management System,DS002,"User shall communicate with other users of the application to share resources, compete, or collaborate.",FR,Functional,0.8,,,,
REQ_002_005344,P002,Library Management System,DS002,User shall view their progress within the game through graphics and stats generated by the application.,FR,Functional,0.8,,,,
REQ_002_005345,P002,Library Management System,DS002,System shall provide stats in numbers and progress bars to display the user's achievements.,NFR,Performance,1,,,,
REQ_002_005346,P002,Library Management System,DS002,User shall be guided through the application functions with a graphics-oriented startup guide.,FR,Functional,0.8,,,,
REQ_002_005347,P002,Library Management System,DS002,System shall help the user understand how the application works and how to approach its various functions.,FR,Functional,0.8,,,,
REQ_002_005348,P002,Library Management System,DS002,"User shall be able to delete their account, which will update the database and notify the server.",FR,Functional,0.8,,,,
